context,response,quality_score,is_good
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I want to upgrade my order to premium shipping before it leaves",I understand your frustration. Let me help you find UltraSound Headphones with excellent durability.,4.327749561425605,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: Do you have this shirt in a larger size and different color?",I understand your frustration. Let me help you find ComfortFit Shirt with outstanding performance.,4.31563204674239,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: The shoes are too tight, can I return them after wearing once?",I understand your frustration. Let me help you find SmartView Monitor with excellent durability.,4.315033178832675,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: I need help choosing between these two smartphone models",I'm glad you're interested! I recommend ComfortFit Shirt which has excellent reviews.,4.314072197246661,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: What payment methods do you accept for international orders?",I understand your frustration. Let me help you find SmartView Monitor with excellent durability.,4.310860549639517,True
"Category: Clothing, Sentiment: negative, Outcome: escalate, Message: Do you have any promotions or sales happening this weekend?",I understand your frustration. Let me help you find ComfortFit Shirt with premium quality materials.,4.30482805649409,True
"Category: Home, Sentiment: negative, Outcome: purchase, Message: What's your return policy?",I understand your frustration. Let me help you find SmartCook Blender with long warranty coverage.,4.303554125091824,True
"Category: Electronics, Sentiment: negative, Outcome: escalate, Message: Can you price match if I found this cheaper elsewhere?",I apologize for the issue. I recommend SmartView Monitor which has premium quality materials.,4.3034329620915175,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: The product photo looks different from what I actually received",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,4.301614064601302,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: Can you send me the instruction manual for this product?",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.3001187308426525,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: What are the shipping costs for express delivery options?",I understand your frustration. Let me help you find ActiveWear Jacket with long warranty coverage.,4.295419982145903,True
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: Can I exchange this jacket for a different style?",I understand your frustration. Let me help you find UltraSound Headphones with long warranty coverage.,4.295114408058399,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: My previous purchase broke after 2 weeks, need replacement",I apologize for the issue. I recommend TechPro Laptop which has high customer ratings.,4.294443195726046,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Looking for waterproof jackets suitable for rainy weather conditions",Great choice! Our TechPro Laptop is highly rated for long warranty coverage.,4.289877331078955,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: I need technical support for setting up my new wireless router",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.284971148235225,True
"Category: Sports, Sentiment: positive, Outcome: abandon, Message: I want to file a complaint about the rude customer service agent",I'm glad you're interested! I recommend TrailRunner Shoes which has excellent reviews.,4.2788145474186665,True
"Category: Home, Sentiment: positive, Outcome: abandon, Message: I'm allergic to certain materials, what are the fabric contents?",Perfect! I suggest CozyComfort Sofa - it's one of our best sellers.,4.275817375069857,True
"Category: Electronics, Sentiment: neutral, Outcome: purchase, Message: I'm looking for a durable product for outdoor use",Let me suggest SmartView Monitor which fits your requirements.,4.2751420546453005,True
"Category: Home, Sentiment: positive, Outcome: purchase, Message: Can you send me the instruction manual for this product?",I'm glad you're interested! I recommend SmartCook Blender which has excellent reviews.,4.26912068481494,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: Looking for high-rated items with good reviews",I understand your frustration. Let me help you find TrekPro Jeans with high customer ratings.,4.259726558251036,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: My credit card was charged twice for the same order",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.259058559659005,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: What is the warranty period for electronic devices?",I can help you with that. I recommend UltraSound Headphones for your needs.,4.250509463858132,True
"Category: Clothing, Sentiment: neutral, Outcome: purchase, Message: I want to cancel my order before it ships tomorrow",I'd recommend ComfortFit Shirt based on what you're looking for.,4.249045352106949,True
"Category: Clothing, Sentiment: neutral, Outcome: escalate, Message: I want to cancel my order before it ships tomorrow",Let me suggest TrekPro Jeans which fits your requirements.,4.247655199580206,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Can I get a gift receipt without showing the price?",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.246713552165343,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: I want to upgrade my order to premium shipping before it leaves",I'm glad you're interested! I recommend TrekPro Jeans which has excellent reviews.,4.243954632559566,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: I love this brand and have been a loyal customer for years",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.2417932215932845,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: I want to cancel my order before it ships tomorrow",I'm glad you're interested! I recommend ActiveWear Jacket which has excellent reviews.,4.24070701926223,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: I need durable furniture that can withstand kids and pets",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.2399622577835805,True
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I'm allergic to certain materials, what are the fabric contents?",I understand your frustration. Let me help you find UltraSound Headphones with excellent durability.,4.239417962005702,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: What is the warranty period for electronic devices?",I understand your frustration. Let me help you find SmartView Monitor with high customer ratings.,4.2378798821457755,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: My previous purchase broke after 2 weeks, need replacement",I understand your frustration. Let me help you find TechPro Laptop with long warranty coverage.,4.236443063191283,True
"Category: Clothing, Sentiment: positive, Outcome: purchase, Message: Can you recommend kitchen appliances that are energy efficient?",Perfect! I suggest ComfortFit Shirt - it's one of our best sellers.,4.236171003783071,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: I received the wrong item and need to exchange it immediately",I'd recommend TechPro Laptop based on what you're looking for.,4.235710973860617,True
"Category: Clothing, Sentiment: positive, Outcome: purchase, Message: Can I get a gift receipt without showing the price?",I'm glad you're interested! I recommend ActiveWear Jacket which has excellent reviews.,4.234191709817542,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: I need this shipped urgently for a gift",I understand your frustration. Let me help you find TechPro Laptop with excellent durability.,4.230669208967342,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: I'm looking for a durable product for outdoor use",I understand your frustration. Let me help you find UltraSound Headphones with excellent durability.,4.227816381792747,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: I'm allergic to certain materials, what are the fabric contents?",Perfect! I suggest UltraSound Headphones - it's one of our best sellers.,4.2222132751793655,True
"Category: Home, Sentiment: positive, Outcome: abandon, Message: Looking for high-rated items with good reviews",I'm glad you're interested! I recommend DuraClean Vacuum which has excellent reviews.,4.221169262359485,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Can you price match if I found this cheaper elsewhere?",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.218806409614444,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: What's your return policy?",I understand your frustration. Let me help you find ComfortFit Shirt with high customer ratings.,4.217164409643784,True
"Category: Clothing, Sentiment: neutral, Outcome: abandon, Message: Looking for vegan leather handbags that are stylish and affordable",Let me suggest TrekPro Jeans which fits your requirements.,4.2169634816654975,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Looking for high-rated items with good reviews",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.207756848249208,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: Do you offer student discounts on laptops and tablets?",I understand your frustration. Let me help you find TrekPro Jeans with long warranty coverage.,4.206873764309633,True
"Category: Home, Sentiment: negative, Outcome: abandon, Message: Looking for eco-friendly and sustainable clothing options",I understand your frustration. Let me help you find DuraClean Vacuum with premium quality materials.,4.20589553708701,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: My credit card was charged twice for the same order",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.194766180113835,True
"Category: Electronics, Sentiment: negative, Outcome: escalate, Message: The product photo looks different from what I actually received",I understand your frustration. Let me help you find UltraSound Headphones with outstanding performance.,4.192568236857592,True
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I need this shipped urgently for a gift",I understand your frustration. Let me help you find SmartView Monitor with premium quality materials.,4.191517577682515,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Looking for high-rated items with good reviews",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.191030032454721,True
"Category: Electronics, Sentiment: negative, Outcome: escalate, Message: Can you price match if I found this cheaper elsewhere?",I understand your frustration. Let me help you find UltraSound Headphones with outstanding performance.,4.187844903188691,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: The shoes are too tight, can I return them after wearing once?",Perfect! I suggest TechPro Laptop - it's one of our best sellers.,4.187573380045606,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: I want to cancel my order before it ships tomorrow",Perfect! I suggest ComfortFit Shirt - it's one of our best sellers.,4.186941739238137,True
"Category: Sports, Sentiment: positive, Outcome: purchase, Message: I want to cancel my order before it ships tomorrow",I'm glad you're interested! I recommend FlexFit Yoga Mat which has excellent reviews.,4.186197317045642,True
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I want to upgrade my order to premium shipping before it leaves",I understand your frustration. Let me help you find SmartView Monitor with premium quality materials.,4.1848677336380655,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: My credit card was charged twice for the same order",I understand your frustration. Let me help you find SmartView Monitor with excellent durability.,4.1842955020485935,True
"Category: Electronics, Sentiment: neutral, Outcome: purchase, Message: The customer service representative was very helpful yesterday",I can help you with that. I recommend TechPro Laptop for your needs.,4.182003547405245,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: Can you recommend kitchen appliances that are energy efficient?",I'm glad you're interested! I recommend ComfortFit Shirt which has excellent reviews.,4.181385878638104,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: Can you recommend kitchen appliances that are energy efficient?",I'm glad you're interested! I recommend TrekPro Jeans which has excellent reviews.,4.1780328597186465,True
"Category: Clothing, Sentiment: neutral, Outcome: purchase, Message: What is your policy on returns for opened electronics?",I'd recommend ComfortFit Shirt based on what you're looking for.,4.177479947986766,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: The promotional code isn't working at checkout, please help",I understand your frustration. Let me help you find TechPro Laptop with outstanding performance.,4.174673343269128,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: Looking for high-rated items with good reviews",I'm glad you're interested! I recommend ComfortFit Shirt which has excellent reviews.,4.174122039864168,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: I want to cancel my order before it ships tomorrow",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.171589614412336,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Looking for vegan leather handbags that are stylish and affordable",Great choice! Our UltraSound Headphones is highly rated for premium quality materials.,4.170889886254472,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: The product photo looks different from what I actually received",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,4.170587754455127,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: The product photo looks different from what I actually received",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.168694150746719,True
"Category: Electronics, Sentiment: negative, Outcome: escalate, Message: Do you have this shirt in a larger size and different color?",I understand your frustration. Let me help you find SmartView Monitor with premium quality materials.,4.1681444196414805,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: I need a birthday gift for my sister who loves reading",I understand your frustration. Let me help you find UltraSound Headphones with long warranty coverage.,4.166926511637562,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: Looking for high-rated items with good reviews",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,4.166370698020088,True
"Category: Clothing, Sentiment: neutral, Outcome: abandon, Message: Do you ship to rural areas and what are the delivery times?",Let me suggest ComfortFit Shirt which fits your requirements.,4.164663384861429,True
"Category: Home, Sentiment: positive, Outcome: abandon, Message: The customer service representative was very helpful yesterday",Perfect! I suggest CozyComfort Sofa - it's one of our best sellers.,4.162535157759854,True
"Category: Home, Sentiment: neutral, Outcome: abandon, Message: What is the warranty period for electronic devices?",I'd recommend DuraClean Vacuum based on what you're looking for.,4.157572206423325,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: My previous purchase broke after 2 weeks, need replacement",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.157327204943857,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: I'm looking for a durable product for outdoor use",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.154769718118261,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Can you recommend a good quality backpack for hiking trips?",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.1540384521224585,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: Do you offer student discounts on laptops and tablets?",I understand your frustration. Let me help you find UltraSound Headphones with outstanding performance.,4.153424650278986,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: Can you recommend kitchen appliances that are energy efficient?",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,4.149509631451837,True
"Category: Sports, Sentiment: positive, Outcome: purchase, Message: I want to upgrade my order to premium shipping before it leaves",I'm glad you're interested! I recommend TrailRunner Shoes which has excellent reviews.,4.149421806337151,True
"Category: Home, Sentiment: positive, Outcome: abandon, Message: The product photo looks different from what I actually received",I'm glad you're interested! I recommend CozyComfort Sofa which has excellent reviews.,4.147770245085261,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: The product photo looks different from what I actually received",I understand your frustration. Let me help you find TechPro Laptop with long warranty coverage.,4.145156020889237,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: What's your return policy?",Let me suggest UltraSound Headphones which fits your requirements.,4.1426811075835595,True
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I need this shipped urgently for a gift",I understand your frustration. Let me help you find TechPro Laptop with outstanding performance.,4.142361203939659,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: I want to upgrade my order to premium shipping before it leaves",I understand your frustration. Let me help you find ComfortFit Shirt with outstanding performance.,4.140001294589824,True
"Category: Electronics, Sentiment: negative, Outcome: abandon, Message: I want to upgrade my order to premium shipping before it leaves",I understand your frustration. Let me help you find UltraSound Headphones with excellent durability.,4.138678739336261,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: I need a birthday gift for my sister who loves reading",I'm glad you're interested! I recommend TechPro Laptop which has excellent reviews.,4.138205026806645,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: The shoes are too tight, can I return them after wearing once?",Great choice! Our TechPro Laptop is highly rated for long warranty coverage.,4.137930676691963,True
"Category: Home, Sentiment: positive, Outcome: purchase, Message: The battery life on this device is much shorter than advertised",Great choice! Our CozyComfort Sofa is highly rated for premium quality materials.,4.134726716574996,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: Can you recommend something within $50-100 budget?",I'm glad you're interested! I recommend TrekPro Jeans which has excellent reviews.,4.133981693821817,True
"Category: Clothing, Sentiment: negative, Outcome: purchase, Message: Do you have this shirt in a larger size and different color?",I'm sorry about that. Our TrekPro Jeans has excellent long warranty coverage ratings.,4.129916536749954,True
"Category: Electronics, Sentiment: neutral, Outcome: escalate, Message: My previous purchase broke after 2 weeks, need replacement",Let me suggest UltraSound Headphones which fits your requirements.,4.129619706215127,True
"Category: Electronics, Sentiment: neutral, Outcome: purchase, Message: Can you recommend a good quality backpack for hiking trips?",I'd recommend UltraSound Headphones based on what you're looking for.,4.127959379662983,True
"Category: Clothing, Sentiment: negative, Outcome: purchase, Message: I need running shoes that are comfortable for long distances",I apologize for the issue. I recommend TrekPro Jeans which has high customer ratings.,4.126861616508432,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: What are the shipping costs for express delivery options?",I understand your frustration. Let me help you find ActiveWear Jacket with outstanding performance.,4.125627988038249,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: What are the shipping costs for express delivery options?",Great choice! Our TechPro Laptop is highly rated for outstanding performance.,4.123303139875833,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: Looking for vegan leather handbags that are stylish and affordable",I can help you with that. I recommend TechPro Laptop for your needs.,4.1226202395936316,True
"Category: Clothing, Sentiment: negative, Outcome: abandon, Message: The shoes are too tight, can I return them after wearing once?",I understand your frustration. Let me help you find ComfortFit Shirt with premium quality materials.,4.11911400096472,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: Looking for eco-friendly and sustainable clothing options",Let me suggest SmartView Monitor which fits your requirements.,4.118663757211477,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: I need durable furniture that can withstand kids and pets",I can help you with that. I recommend TechPro Laptop for your needs.,4.118287830938754,True
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I want to cancel my order before it ships tomorrow",I understand your frustration. Let me help you find SmartView Monitor with premium quality materials.,4.117178171859771,True
"Category: Home, Sentiment: negative, Outcome: abandon, Message: I need running shoes that are comfortable for long distances",I understand your frustration. Let me help you find CozyComfort Sofa with long warranty coverage.,4.114975537741859,True
"Category: Clothing, Sentiment: neutral, Outcome: escalate, Message: The promotional code isn't working at checkout, please help",I'd recommend ComfortFit Shirt based on what you're looking for.,4.112622812043123,True
"Category: Electronics, Sentiment: positive, Outcome: abandon, Message: Can you price match if I found this cheaper elsewhere?",I'm glad you're interested! I recommend UltraSound Headphones which has excellent reviews.,4.109935554619952,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: The product description doesn't match what I received",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,4.108095878995919,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: Can I exchange this jacket for a different style?",Perfect! I suggest ComfortFit Shirt - it's one of our best sellers.,4.106120589104633,True
"Category: Electronics, Sentiment: negative, Outcome: purchase, Message: I received the wrong item and need to exchange it immediately",I understand your frustration. Let me help you find SmartView Monitor with high customer ratings.,4.105526402978114,True
"Category: Clothing, Sentiment: positive, Outcome: abandon, Message: The product arrived on time but the box was severely damaged",Great choice! Our TrekPro Jeans is highly rated for long warranty coverage.,4.104463568337264,True
"Category: Clothing, Sentiment: negative, Outcome: purchase, Message: I want to file a complaint about the rude customer service agent",I'm sorry about that. Our ComfortFit Shirt has excellent high customer ratings ratings.,4.103547798932788,True
"Category: Clothing, Sentiment: negative, Outcome: purchase, Message: Do you offer student discounts on laptops and tablets?",I understand your frustration. Let me help you find ComfortFit Shirt with high customer ratings.,4.102970139520023,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: The sizing chart on your website seems inaccurate for clothing",I'd recommend UltraSound Headphones based on what you're looking for.,4.100104426731831,True
"Category: Electronics, Sentiment: neutral, Outcome: abandon, Message: What are the shipping costs for express delivery options?",Let me suggest UltraSound Headphones which fits your requirements.,4.100057655056652,True
"Category: Electronics, Sentiment: positive, Outcome: purchase, Message: Do you ship to rural areas and what are the delivery times?",I'm glad you're interested! I recommend SmartView Monitor which has excellent reviews.,4.099601035028261,True
