customer_id,product_category,sentiment,timestamp,conversation_text,outcome
CUST_000240,Sports,positive,2022-08-26T00:00:00,"I'm allergic to certain materials, what are the fabric contents?",abandon
CUST_000243,Electronics,neutral,2023-11-12T00:00:00,The sizing chart on your website seems inaccurate for clothing,abandon
CUST_000254,Clothing,neutral,2019-07-10T00:00:00,What are the shipping costs for express delivery options?,abandon
CUST_000255,Electronics,negative,2021-04-05T00:00:00,"I'm allergic to certain materials, what are the fabric contents?",abandon
CUST_000266,Electronics,neutral,2020-07-23T00:00:00,I want to cancel my order before it ships tomorrow,abandon
CUST_000267,Electronics,negative,2024-06-23T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000268,Electronics,neutral,2022-01-03T00:00:00,The battery life on this device is much shorter than advertised,purchase
CUST_000269,Clothing,neutral,2023-04-12T00:00:00,What's your return policy?,escalate
CUST_000274,Home,positive,2023-08-08T00:00:00,Can you price match if I found this cheaper elsewhere?,abandon
CUST_000275,Clothing,negative,2024-07-28T00:00:00,Looking for high-rated items with good reviews,abandon
CUST_000280,Electronics,neutral,2020-08-29T00:00:00,Can I add another item to my existing order that hasn't shipped?,purchase
CUST_000281,Clothing,negative,2019-04-12T00:00:00,Looking for vegan leather handbags that are stylish and affordable,purchase
CUST_000282,Electronics,positive,2023-08-23T00:00:00,Can you recommend a good quality backpack for hiking trips?,abandon
CUST_000283,Clothing,neutral,2020-12-14T00:00:00,I received the wrong item and need to exchange it immediately,purchase
CUST_000294,Electronics,positive,2024-06-12T00:00:00,What is the warranty period for electronic devices?,abandon
CUST_000295,Electronics,neutral,2021-12-18T00:00:00,What's your return policy?,purchase
CUST_000298,Electronics,positive,2021-08-13T00:00:00,Do you offer student discounts on laptops and tablets?,abandon
CUST_000299,Electronics,neutral,2022-06-27T00:00:00,I want to upgrade my order to premium shipping before it leaves,abandon
CUST_000304,Electronics,positive,2020-07-06T00:00:00,I need durable furniture that can withstand kids and pets,abandon
CUST_000305,Electronics,neutral,2021-04-17T00:00:00,I need help choosing between these two smartphone models,abandon
CUST_000306,Home,positive,2022-06-06T00:00:00,I need this shipped urgently for a gift,abandon
CUST_000307,Clothing,positive,2019-10-28T00:00:00,I want to cancel my order before it ships tomorrow,abandon
CUST_000308,Electronics,positive,2019-09-27T00:00:00,The product photo looks different from what I actually received,abandon
CUST_000310,Clothing,neutral,2020-07-29T00:00:00,Can I exchange this jacket for a different style?,abandon
CUST_000312,Clothing,neutral,2022-06-28T00:00:00,Can I exchange this jacket for a different style?,purchase
CUST_000313,Electronics,neutral,2021-11-09T00:00:00,I need a birthday gift for my sister who loves reading,purchase
CUST_000319,Electronics,positive,2021-10-11T00:00:00,The jeans I bought last month tore very easily and I'm disappointed,purchase
CUST_000320,Electronics,negative,2022-04-13T00:00:00,I want to upgrade my order to premium shipping before it leaves,abandon
CUST_000327,Clothing,neutral,2021-04-30T00:00:00,Do you ship to rural areas and what are the delivery times?,abandon
CUST_000330,Electronics,positive,2024-05-17T00:00:00,Can I add another item to my existing order that hasn't shipped?,purchase
CUST_000340,Electronics,negative,2024-11-07T00:00:00,"The shoes are too tight, can I return them after wearing once?",abandon
CUST_000341,Electronics,negative,2021-11-28T00:00:00,Do you have this shirt in a larger size and different color?,purchase
CUST_000342,Electronics,neutral,2020-03-20T00:00:00,The sizing chart on your website seems inaccurate for clothing,escalate
CUST_000345,Clothing,positive,2020-06-04T00:00:00,Can you recommend a good quality backpack for hiking trips?,abandon
CUST_000347,Clothing,positive,2019-05-26T00:00:00,My credit card was charged twice for the same order,abandon
CUST_000348,Electronics,neutral,2023-05-04T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000350,Electronics,positive,2023-03-27T00:00:00,I need running shoes that are comfortable for long distances,purchase
CUST_000351,Clothing,positive,2021-07-09T00:00:00,"My previous purchase broke after 2 weeks, need replacement",purchase
CUST_000357,Clothing,positive,2023-10-02T00:00:00,Can I get a gift receipt without showing the price?,abandon
CUST_000358,Electronics,neutral,2019-12-08T00:00:00,The product description doesn't match what I received,purchase
CUST_000359,Electronics,positive,2023-02-03T00:00:00,I love this brand and have been a loyal customer for years,abandon
CUST_000360,Electronics,positive,2024-02-12T00:00:00,Can you price match if I found this cheaper elsewhere?,abandon
CUST_000366,Electronics,positive,2020-04-25T00:00:00,I want to cancel my order before it ships tomorrow,purchase
CUST_000367,Electronics,positive,2024-07-03T00:00:00,Can you help me find wireless headphones with noise cancellation?,abandon
CUST_000370,Electronics,neutral,2020-07-14T00:00:00,The sizing chart on your website seems inaccurate for clothing,abandon
CUST_000373,Electronics,neutral,2023-12-17T00:00:00,What is the warranty period for electronic devices?,abandon
CUST_000379,Electronics,neutral,2023-03-21T00:00:00,My credit card was charged twice for the same order,purchase
CUST_000399,Electronics,positive,2023-08-02T00:00:00,Can you recommend a good quality backpack for hiking trips?,escalate
CUST_000402,Home,positive,2019-12-26T00:00:00,"The shoes are too tight, can I return them after wearing once?",escalate
CUST_000413,Electronics,negative,2023-01-26T00:00:00,"I'm allergic to certain materials, what are the fabric contents?",purchase
CUST_000415,Electronics,neutral,2021-11-19T00:00:00,What is your policy on returns for opened electronics?,abandon
CUST_000417,Clothing,neutral,2020-05-29T00:00:00,I'm looking for a durable product for outdoor use,purchase
CUST_000418,Electronics,negative,2022-11-29T00:00:00,"The promotional code isn't working at checkout, please help",abandon
CUST_000419,Electronics,positive,2021-11-02T00:00:00,Can you help me find wireless headphones with noise cancellation?,abandon
CUST_000422,Clothing,negative,2024-12-19T00:00:00,I need durable furniture that can withstand kids and pets,abandon
CUST_000423,Clothing,negative,2019-08-15T00:00:00,I need a birthday gift for my sister who loves reading,abandon
CUST_000424,Electronics,neutral,2024-09-16T00:00:00,"The promotional code isn't working at checkout, please help",abandon
CUST_000431,Home,neutral,2019-07-17T00:00:00,Can you recommend something within $50-100 budget?,abandon
CUST_000435,Electronics,negative,2022-12-20T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000440,Electronics,positive,2020-09-09T00:00:00,I love this brand and have been a loyal customer for years,purchase
CUST_000443,Electronics,positive,2021-05-24T00:00:00,Looking for eco-friendly and sustainable clothing options,abandon
CUST_000445,Electronics,positive,2021-08-01T00:00:00,Looking for high-rated items with good reviews,abandon
CUST_000447,Electronics,neutral,2023-10-20T00:00:00,I need technical support for setting up my new wireless router,abandon
CUST_000451,Electronics,neutral,2019-06-26T00:00:00,I need help choosing between these two smartphone models,abandon
CUST_000453,Clothing,neutral,2019-04-08T00:00:00,The product photo looks different from what I actually received,abandon
CUST_000454,Clothing,neutral,2019-12-10T00:00:00,I need durable furniture that can withstand kids and pets,abandon
CUST_000457,Clothing,neutral,2024-10-27T00:00:00,The customer service representative was very helpful yesterday,purchase
CUST_000461,Clothing,positive,2019-11-03T00:00:00,What payment methods do you accept for international orders?,purchase
CUST_000462,Electronics,positive,2020-04-20T00:00:00,Looking for vegan leather handbags that are stylish and affordable,abandon
CUST_000466,Sports,positive,2021-10-11T00:00:00,The jeans I bought last month tore very easily and I'm disappointed,abandon
CUST_000467,Clothing,positive,2023-11-17T00:00:00,My credit card was charged twice for the same order,abandon
CUST_000473,Electronics,positive,2022-06-03T00:00:00,The customer service representative was very helpful yesterday,abandon
CUST_000474,Electronics,positive,2022-05-26T00:00:00,Can you send me the instruction manual for this product?,purchase
CUST_000476,Clothing,neutral,2023-08-02T00:00:00,I love this brand and have been a loyal customer for years,escalate
CUST_000477,Clothing,positive,2024-05-07T00:00:00,"My previous purchase broke after 2 weeks, need replacement",abandon
CUST_000482,Clothing,neutral,2020-10-07T00:00:00,What are the shipping costs for express delivery options?,abandon
CUST_000485,Electronics,neutral,2019-09-27T00:00:00,I need a birthday gift for my sister who loves reading,escalate
CUST_000491,Clothing,negative,2023-06-10T00:00:00,Looking for vegan leather handbags that are stylish and affordable,escalate
CUST_000493,Electronics,positive,2020-05-08T00:00:00,Can I get a gift receipt without showing the price?,abandon
CUST_000494,Clothing,positive,2024-06-09T00:00:00,I want to file a complaint about the rude customer service agent,purchase
CUST_000495,Electronics,negative,2022-09-09T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000497,Home,neutral,2020-06-10T00:00:00,Looking for vegan leather handbags that are stylish and affordable,abandon
CUST_000500,Sports,positive,2024-06-30T00:00:00,I want to upgrade my order to premium shipping before it leaves,abandon
CUST_000501,Sports,positive,2024-04-20T00:00:00,"The laptop I ordered arrived damaged, how do I get a refund?",abandon
CUST_000502,Home,positive,2019-12-28T00:00:00,I'm looking for a durable product for outdoor use,abandon
CUST_000503,Electronics,neutral,2019-05-22T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000510,Electronics,positive,2019-01-19T00:00:00,"The laptop I ordered arrived damaged, how do I get a refund?",abandon
CUST_000513,Electronics,positive,2023-09-07T00:00:00,Can I exchange this jacket for a different style?,abandon
CUST_000517,Electronics,neutral,2022-07-13T00:00:00,I want to track my package that was supposed to arrive yesterday,abandon
CUST_000520,Electronics,positive,2019-09-25T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000523,Clothing,neutral,2020-01-10T00:00:00,Can you help me find wireless headphones with noise cancellation?,abandon
CUST_000525,Clothing,negative,2024-09-01T00:00:00,I received the wrong item and need to exchange it immediately,abandon
CUST_000526,Electronics,positive,2022-02-15T00:00:00,The quality of materials seems poor compared to previous versions,abandon
CUST_000532,Sports,positive,2020-03-18T00:00:00,What's your return policy?,escalate
CUST_000534,Electronics,positive,2024-01-25T00:00:00,Can you recommend a good quality backpack for hiking trips?,abandon
CUST_000536,Electronics,neutral,2021-02-24T00:00:00,Can you help me find wireless headphones with noise cancellation?,escalate
CUST_000537,Electronics,negative,2023-03-04T00:00:00,I need help choosing between these two smartphone models,abandon
CUST_000540,Electronics,positive,2020-01-18T00:00:00,I want to file a complaint about the rude customer service agent,purchase
CUST_000544,Electronics,positive,2022-07-31T00:00:00,I need this shipped urgently for a gift,abandon
CUST_000549,Electronics,neutral,2023-05-30T00:00:00,Can you send me the instruction manual for this product?,abandon
CUST_000565,Clothing,positive,2020-03-25T00:00:00,I need a birthday gift for my sister who loves reading,abandon
CUST_000567,Electronics,positive,2023-05-08T00:00:00,What is your policy on returns for opened electronics?,purchase
CUST_000572,Electronics,positive,2023-02-03T00:00:00,The jeans I bought last month tore very easily and I'm disappointed,purchase
CUST_000573,Electronics,positive,2021-04-29T00:00:00,I want to upgrade my order to premium shipping before it leaves,abandon
CUST_000574,Electronics,neutral,2023-01-04T00:00:00,Looking for waterproof jackets suitable for rainy weather conditions,purchase
CUST_000575,Clothing,neutral,2022-01-16T00:00:00,Can I get a gift receipt without showing the price?,abandon
CUST_000577,Clothing,positive,2019-05-17T00:00:00,What are the shipping costs for express delivery options?,abandon
CUST_000581,Clothing,neutral,2021-07-17T00:00:00,Do you offer student discounts on laptops and tablets?,abandon
CUST_000583,Clothing,neutral,2021-07-01T00:00:00,I need technical support for setting up my new wireless router,abandon
CUST_000584,Electronics,negative,2022-10-10T00:00:00,I need durable furniture that can withstand kids and pets,purchase
CUST_000599,Electronics,positive,2020-04-28T00:00:00,Do you have this shirt in a larger size and different color?,escalate
CUST_000602,Clothing,negative,2022-06-03T00:00:00,The product arrived on time but the box was severely damaged,abandon
CUST_000603,Electronics,neutral,2020-05-30T00:00:00,I need a birthday gift for my sister who loves reading,escalate
CUST_000607,Sports,neutral,2021-12-27T00:00:00,I need durable furniture that can withstand kids and pets,purchase
CUST_000613,Electronics,negative,2024-09-28T00:00:00,What payment methods do you accept for international orders?,abandon
CUST_000618,Electronics,negative,2021-07-18T00:00:00,The jeans I bought last month tore very easily and I'm disappointed,purchase
CUST_000632,Clothing,positive,2020-11-30T00:00:00,Looking for high-rated items with good reviews,abandon
CUST_000636,Clothing,neutral,2022-10-22T00:00:00,Do you offer student discounts on laptops and tablets?,abandon
CUST_000637,Electronics,neutral,2024-07-05T00:00:00,Do you offer student discounts on laptops and tablets?,abandon
CUST_000639,Electronics,neutral,2021-04-04T00:00:00,The product description doesn't match what I received,purchase
CUST_000646,Electronics,neutral,2024-09-10T00:00:00,I want to upgrade my order to premium shipping before it leaves,abandon
CUST_000647,Electronics,negative,2019-01-10T00:00:00,The customer service representative was very helpful yesterday,purchase
CUST_000649,Clothing,neutral,2022-01-09T00:00:00,Looking for vegan leather handbags that are stylish and affordable,abandon
CUST_000652,Electronics,positive,2020-08-04T00:00:00,The product description doesn't match what I received,abandon
CUST_000654,Electronics,neutral,2023-02-06T00:00:00,Can you recommend a good quality backpack for hiking trips?,abandon
CUST_000655,Electronics,negative,2020-01-04T00:00:00,My credit card was charged twice for the same order,abandon
CUST_000656,Electronics,neutral,2023-12-30T00:00:00,I want to track my package that was supposed to arrive yesterday,abandon
CUST_000668,Clothing,positive,2023-12-21T00:00:00,What is the warranty period for electronic devices?,escalate
CUST_000669,Home,positive,2023-05-17T00:00:00,Can you price match if I found this cheaper elsewhere?,escalate
CUST_000670,Electronics,neutral,2022-12-06T00:00:00,Looking for vegan leather handbags that are stylish and affordable,abandon
CUST_000671,Clothing,neutral,2023-09-09T00:00:00,"The laptop I ordered arrived damaged, how do I get a refund?",purchase
CUST_000679,Home,positive,2022-06-25T00:00:00,The customer service representative was very helpful yesterday,abandon
CUST_000684,Electronics,positive,2019-03-14T00:00:00,What are the shipping costs for express delivery options?,purchase
CUST_000686,Electronics,neutral,2019-05-31T00:00:00,I need durable furniture that can withstand kids and pets,abandon
CUST_000689,Clothing,neutral,2019-12-04T00:00:00,I love this brand and have been a loyal customer for years,escalate
CUST_000694,Home,negative,2024-02-17T00:00:00,Looking for eco-friendly and sustainable clothing options,abandon
CUST_000698,Electronics,neutral,2024-11-05T00:00:00,Can you recommend something within $50-100 budget?,purchase
CUST_000701,Clothing,neutral,2023-06-08T00:00:00,My credit card was charged twice for the same order,purchase
CUST_000704,Home,positive,2024-07-18T00:00:00,The item was listed as new but appears to be refurbished,abandon
CUST_000711,Electronics,negative,2020-09-25T00:00:00,I need running shoes that are comfortable for long distances,abandon
CUST_000712,Electronics,positive,2022-06-11T00:00:00,The product arrived on time but the box was severely damaged,abandon
CUST_000720,Clothing,positive,2023-11-24T00:00:00,What's your return policy?,abandon
CUST_000729,Electronics,positive,2024-01-30T00:00:00,I received the wrong item and need to exchange it immediately,purchase
CUST_000731,Clothing,positive,2021-06-16T00:00:00,The item was listed as new but appears to be refurbished,abandon
CUST_000742,Clothing,neutral,2024-10-09T00:00:00,I'm looking for a durable product for outdoor use,abandon
CUST_000747,Clothing,neutral,2024-01-12T00:00:00,Can I get a gift receipt without showing the price?,abandon
CUST_000756,Electronics,positive,2023-04-14T00:00:00,My credit card was charged twice for the same order,abandon
CUST_000759,Sports,neutral,2022-02-10T00:00:00,The sizing chart on your website seems inaccurate for clothing,abandon
CUST_000767,Clothing,positive,2021-11-18T00:00:00,I received the wrong item and need to exchange it immediately,purchase
CUST_000773,Clothing,negative,2024-04-22T00:00:00,"The promotional code isn't working at checkout, please help",abandon
CUST_000774,Electronics,positive,2023-12-31T00:00:00,Can I exchange this jacket for a different style?,purchase
CUST_000790,Electronics,neutral,2021-10-13T00:00:00,I need a birthday gift for my sister who loves reading,abandon
CUST_000797,Electronics,neutral,2023-06-08T00:00:00,What is your policy on returns for opened electronics?,abandon
CUST_000799,Electronics,neutral,2024-06-19T00:00:00,I need help choosing between these two smartphone models,purchase
CUST_000802,Electronics,neutral,2020-12-22T00:00:00,I need help choosing between these two smartphone models,abandon
CUST_000804,Electronics,positive,2023-05-10T00:00:00,I need help choosing between these two smartphone models,abandon
CUST_000806,Electronics,negative,2023-09-14T00:00:00,I need durable furniture that can withstand kids and pets,purchase
CUST_000808,Clothing,positive,2021-08-10T00:00:00,The jeans I bought last month tore very easily and I'm disappointed,purchase
CUST_000809,Electronics,positive,2021-06-01T00:00:00,What payment methods do you accept for international orders?,abandon
CUST_000811,Home,positive,2021-08-03T00:00:00,Can I add another item to my existing order that hasn't shipped?,purchase
CUST_000812,Clothing,neutral,2022-06-10T00:00:00,The item was listed as new but appears to be refurbished,purchase
CUST_000817,Electronics,positive,2023-09-16T00:00:00,The product arrived on time but the box was severely damaged,purchase
CUST_000823,Home,neutral,2022-04-01T00:00:00,"The laptop I ordered arrived damaged, how do I get a refund?",abandon
CUST_000830,Electronics,positive,2019-04-01T00:00:00,What is the warranty period for electronic devices?,purchase
CUST_000832,Electronics,negative,2019-07-22T00:00:00,I need this shipped urgently for a gift,purchase
CUST_000835,Clothing,negative,2024-11-25T00:00:00,"The laptop I ordered arrived damaged, how do I get a refund?",abandon
CUST_000840,Electronics,negative,2022-05-16T00:00:00,The jeans I bought last month tore very easily and I'm disappointed,purchase
CUST_000841,Electronics,neutral,2023-08-04T00:00:00,I need help choosing between these two smartphone models,abandon
CUST_000850,Electronics,positive,2021-12-24T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000852,Electronics,neutral,2023-10-10T00:00:00,The product arrived on time but the box was severely damaged,escalate
CUST_000854,Electronics,negative,2023-04-30T00:00:00,"My previous purchase broke after 2 weeks, need replacement",abandon
CUST_000856,Clothing,neutral,2022-05-05T00:00:00,Can you price match if I found this cheaper elsewhere?,abandon
CUST_000863,Clothing,neutral,2023-03-19T00:00:00,Can you help me find wireless headphones with noise cancellation?,abandon
CUST_000868,Electronics,positive,2022-09-19T00:00:00,Do you have any promotions or sales happening this weekend?,abandon
CUST_000874,Electronics,positive,2020-08-13T00:00:00,The jeans I bought last month tore very easily and I'm disappointed,escalate
CUST_000876,Electronics,positive,2020-04-09T00:00:00,The quality of materials seems poor compared to previous versions,abandon
CUST_000879,Clothing,neutral,2019-07-14T00:00:00,Can you recommend a good quality backpack for hiking trips?,abandon
CUST_000882,Electronics,neutral,2021-02-22T00:00:00,What is the warranty period for electronic devices?,purchase
CUST_000884,Clothing,positive,2020-11-22T00:00:00,I need durable furniture that can withstand kids and pets,purchase
CUST_000897,Electronics,neutral,2020-10-17T00:00:00,"My previous purchase broke after 2 weeks, need replacement",abandon
CUST_000900,Clothing,positive,2019-07-04T00:00:00,Can I exchange this jacket for a different style?,abandon
CUST_000902,Electronics,neutral,2019-07-20T00:00:00,I need running shoes that are comfortable for long distances,purchase
CUST_000909,Clothing,neutral,2019-07-14T00:00:00,I want to cancel my order before it ships tomorrow,purchase
CUST_000914,Clothing,neutral,2021-04-26T00:00:00,Can you recommend kitchen appliances that are energy efficient?,purchase
CUST_000919,Electronics,negative,2020-07-19T00:00:00,Do you offer student discounts on laptops and tablets?,abandon
CUST_000920,Electronics,positive,2023-05-01T00:00:00,What's your return policy?,abandon
CUST_000921,Electronics,positive,2024-02-16T00:00:00,"My previous purchase broke after 2 weeks, need replacement",abandon
CUST_000924,Electronics,negative,2019-06-20T00:00:00,Do you have this shirt in a larger size and different color?,abandon
CUST_000932,Electronics,positive,2024-03-08T00:00:00,"The promotional code isn't working at checkout, please help",abandon
CUST_000933,Home,neutral,2020-08-22T00:00:00,The product photo looks different from what I actually received,purchase
CUST_000935,Clothing,neutral,2023-01-01T00:00:00,Looking for vegan leather handbags that are stylish and affordable,purchase
CUST_000936,Electronics,neutral,2019-11-09T00:00:00,I need a birthday gift for my sister who loves reading,abandon
CUST_000945,Electronics,neutral,2023-04-17T00:00:00,I want to track my package that was supposed to arrive yesterday,purchase
CUST_000947,Electronics,negative,2022-07-25T00:00:00,What payment methods do you accept for international orders?,abandon
CUST_000948,Home,positive,2020-11-23T00:00:00,Looking for high-rated items with good reviews,abandon
CUST_000949,Electronics,negative,2022-01-18T00:00:00,Do you ship to rural areas and what are the delivery times?,abandon
CUST_000955,Clothing,negative,2020-08-02T00:00:00,What is the warranty period for electronic devices?,purchase
CUST_000957,Electronics,neutral,2023-05-10T00:00:00,The product photo looks different from what I actually received,abandon
CUST_000965,Electronics,positive,2023-06-26T00:00:00,I want to upgrade my order to premium shipping before it leaves,purchase
